time_iso8601,forks_cumulative
2023-06-12 00:00:00+00:00,25322
2023-06-13 00:00:00+00:00,25410
2023-06-14 00:00:00+00:00,25466
2023-06-15 00:00:00+00:00,25523
2023-06-16 00:00:00+00:00,25564
2023-06-17 00:00:00+00:00,25603
2023-06-18 00:00:00+00:00,25646
2023-06-19 00:00:00+00:00,25703
2023-06-20 00:00:00+00:00,25757
2023-06-21 00:00:00+00:00,25820
2023-06-22 00:00:00+00:00,25857
2023-06-23 00:00:00+00:00,25892
2023-06-24 00:00:00+00:00,25931
2023-06-25 00:00:00+00:00,25990
2023-06-26 00:00:00+00:00,26051
2023-06-27 00:00:00+00:00,26092
2023-06-28 00:00:00+00:00,26150
2023-06-29 00:00:00+00:00,26181
2023-06-30 00:00:00+00:00,26218
2023-07-01 00:00:00+00:00,26252
2023-07-02 00:00:00+00:00,26293
2023-07-03 00:00:00+00:00,26345
2023-07-04 00:00:00+00:00,26383
2023-07-05 00:00:00+00:00,26431
2023-07-06 00:00:00+00:00,26488
2023-07-07 00:00:00+00:00,26530
2023-07-08 00:00:00+00:00,26557
2023-07-09 00:00:00+00:00,26599
2023-07-10 00:00:00+00:00,26646
2023-07-11 00:00:00+00:00,26684
2023-07-12 00:00:00+00:00,26720
2023-07-13 00:00:00+00:00,26752
2023-07-14 00:00:00+00:00,26785
2023-07-15 00:00:00+00:00,26812
2023-07-16 00:00:00+00:00,26846
2023-07-17 00:00:00+00:00,26881
2023-07-18 00:00:00+00:00,26921
2023-07-19 00:00:00+00:00,26958
2023-07-20 00:00:00+00:00,26986
2023-07-21 00:00:00+00:00,27023
2023-07-22 00:00:00+00:00,27036
2023-07-23 00:00:00+00:00,27055
2023-07-24 00:00:00+00:00,27083
2023-07-25 00:00:00+00:00,27109
2023-07-26 00:00:00+00:00,27145
2023-07-27 00:00:00+00:00,27168
2023-07-28 00:00:00+00:00,27193
2023-07-29 00:00:00+00:00,27215
2023-07-30 00:00:00+00:00,27235
2023-07-31 00:00:00+00:00,27264
2023-08-01 00:00:00+00:00,27297
2023-08-02 00:00:00+00:00,27321
2023-08-03 00:00:00+00:00,27357
2023-08-04 00:00:00+00:00,27378
2023-08-05 00:00:00+00:00,27398
2023-08-06 00:00:00+00:00,27417
2023-08-07 00:00:00+00:00,27436
2023-08-08 00:00:00+00:00,27460
2023-08-09 00:00:00+00:00,27479
2023-08-10 00:00:00+00:00,27495
2023-08-11 00:00:00+00:00,27522
2023-08-12 00:00:00+00:00,27537
2023-08-13 00:00:00+00:00,27549
2023-08-14 00:00:00+00:00,27561
2023-08-15 00:00:00+00:00,27583
2023-08-16 00:00:00+00:00,27604
2023-08-17 00:00:00+00:00,27635
2023-08-18 00:00:00+00:00,27650
2023-08-19 00:00:00+00:00,27662
2023-08-20 00:00:00+00:00,27679
2023-08-21 00:00:00+00:00,27695
2023-08-22 00:00:00+00:00,27710
2023-08-23 00:00:00+00:00,27731
2023-08-24 00:00:00+00:00,27744
2023-08-25 00:00:00+00:00,27762
2023-08-26 00:00:00+00:00,27777
2023-08-27 00:00:00+00:00,27788
2023-08-28 00:00:00+00:00,27815
2023-08-29 00:00:00+00:00,27837
2023-08-30 00:00:00+00:00,27857
2023-08-31 00:00:00+00:00,27876
2023-09-01 00:00:00+00:00,27895
2023-09-02 00:00:00+00:00,27911
2023-09-03 00:00:00+00:00,27919
2023-09-04 00:00:00+00:00,27934
2023-09-05 00:00:00+00:00,27949
2023-09-06 00:00:00+00:00,27967
2023-09-07 00:00:00+00:00,27985
2023-09-08 00:00:00+00:00,28003
2023-09-09 00:00:00+00:00,28021
2023-09-10 00:00:00+00:00,28036
2023-09-11 00:00:00+00:00,28051
2023-09-12 00:00:00+00:00,28072
2023-09-13 00:00:00+00:00,28091
2023-09-14 00:00:00+00:00,28110
2023-09-15 00:00:00+00:00,28129
2023-09-16 00:00:00+00:00,28143
2023-09-17 00:00:00+00:00,28163
2023-09-18 00:00:00+00:00,28192
2023-09-19 00:00:00+00:00,28228
2023-09-20 00:00:00+00:00,28267
2023-09-21 00:00:00+00:00,28302
2023-09-22 00:00:00+00:00,28328
2023-09-23 00:00:00+00:00,28362
2023-09-24 00:00:00+00:00,28395
2023-09-25 00:00:00+00:00,28452
2023-09-26 00:00:00+00:00,28523
2023-09-27 00:00:00+00:00,28604
2023-09-28 00:00:00+00:00,28685
2023-09-29 00:00:00+00:00,28780
2023-09-30 00:00:00+00:00,28842
2023-10-01 00:00:00+00:00,28910
2023-10-02 00:00:00+00:00,28978
2023-10-03 00:00:00+00:00,29055
2023-10-04 00:00:00+00:00,29133
2023-10-05 00:00:00+00:00,29196
2023-10-06 00:00:00+00:00,29266
2023-10-07 00:00:00+00:00,29336
2023-10-08 00:00:00+00:00,29407
2023-10-09 00:00:00+00:00,29500
2023-10-10 00:00:00+00:00,29581
2023-10-11 00:00:00+00:00,29674
2023-10-12 00:00:00+00:00,29746
2023-10-13 00:00:00+00:00,29816
2023-10-14 00:00:00+00:00,29875
2023-10-15 00:00:00+00:00,29922
2023-10-16 00:00:00+00:00,29996
2023-10-17 00:00:00+00:00,30047
2023-10-18 00:00:00+00:00,30125
2023-10-19 00:00:00+00:00,30213
2023-10-20 00:00:00+00:00,30284
2023-10-21 00:00:00+00:00,30338
2023-10-22 00:00:00+00:00,30394
2023-10-23 00:00:00+00:00,30492
2023-10-24 00:00:00+00:00,30579
2023-10-25 00:00:00+00:00,30669
2023-10-26 00:00:00+00:00,30771
2023-10-27 00:00:00+00:00,30846
2023-10-28 00:00:00+00:00,30904
2023-10-29 00:00:00+00:00,30947
2023-10-30 00:00:00+00:00,31025
2023-10-31 00:00:00+00:00,31094
2023-11-01 00:00:00+00:00,31168
2023-11-02 00:00:00+00:00,31253
2023-11-03 00:00:00+00:00,31319
2023-11-04 00:00:00+00:00,31373
2023-11-05 00:00:00+00:00,31431
2023-11-06 00:00:00+00:00,31493
2023-11-07 00:00:00+00:00,31575
2023-11-08 00:00:00+00:00,31643
2023-11-09 00:00:00+00:00,31697
2023-11-10 00:00:00+00:00,31747
2023-11-11 00:00:00+00:00,31797
2023-11-12 00:00:00+00:00,31844
2023-11-13 00:00:00+00:00,31903
2023-11-14 00:00:00+00:00,31974
2023-11-15 00:00:00+00:00,32032
2023-11-16 00:00:00+00:00,32086
2023-11-17 00:00:00+00:00,32135
2023-11-18 00:00:00+00:00,32181
2023-11-19 00:00:00+00:00,32233
2023-11-20 00:00:00+00:00,32308
2023-11-21 00:00:00+00:00,32378
2023-11-22 00:00:00+00:00,32436
2023-11-23 00:00:00+00:00,32498
2023-11-24 00:00:00+00:00,32542
2023-11-25 00:00:00+00:00,32576
2023-11-26 00:00:00+00:00,32615
2023-11-27 00:00:00+00:00,32668
2023-11-28 00:00:00+00:00,32716
2023-11-29 00:00:00+00:00,32769
2023-11-30 00:00:00+00:00,32814
2023-12-01 00:00:00+00:00,32858
2023-12-02 00:00:00+00:00,32906
2023-12-03 00:00:00+00:00,32954
2023-12-04 00:00:00+00:00,32997
2023-12-05 00:00:00+00:00,33048
2023-12-06 00:00:00+00:00,33101
2023-12-07 00:00:00+00:00,33153
2023-12-08 00:00:00+00:00,33189
2023-12-09 00:00:00+00:00,33225
2023-12-10 00:00:00+00:00,33272
2023-12-11 00:00:00+00:00,33315
2023-12-12 00:00:00+00:00,33355
2023-12-13 00:00:00+00:00,33410
2023-12-14 00:00:00+00:00,33454
2023-12-15 00:00:00+00:00,33508
2023-12-16 00:00:00+00:00,33540
2023-12-17 00:00:00+00:00,33572
2023-12-18 00:00:00+00:00,33624
2023-12-19 00:00:00+00:00,33661
2023-12-20 00:00:00+00:00,33697
2023-12-21 00:00:00+00:00,33741
2023-12-22 00:00:00+00:00,33772
2023-12-23 00:00:00+00:00,33802
2023-12-24 00:00:00+00:00,33830
2023-12-25 00:00:00+00:00,33864
2023-12-26 00:00:00+00:00,33909
2023-12-27 00:00:00+00:00,33963
2023-12-28 00:00:00+00:00,33992
2023-12-29 00:00:00+00:00,34020
2023-12-30 00:00:00+00:00,34042
2023-12-31 00:00:00+00:00,34060
2024-01-01 00:00:00+00:00,34082
2024-01-02 00:00:00+00:00,34132
2024-01-03 00:00:00+00:00,34180
2024-01-04 00:00:00+00:00,34224
2024-01-05 00:00:00+00:00,34259
2024-01-06 00:00:00+00:00,34288
2024-01-07 00:00:00+00:00,34317
2024-01-08 00:00:00+00:00,34345
2024-01-09 00:00:00+00:00,34381
2024-01-10 00:00:00+00:00,34417
2024-01-11 00:00:00+00:00,34452
2024-01-12 00:00:00+00:00,34486
2024-01-13 00:00:00+00:00,34515
2024-01-14 00:00:00+00:00,34549
2024-01-15 00:00:00+00:00,34592
2024-01-16 00:00:00+00:00,34628
2024-01-17 00:00:00+00:00,34658
2024-01-18 00:00:00+00:00,34701
2024-01-19 00:00:00+00:00,34738
2024-01-20 00:00:00+00:00,34761
2024-01-21 00:00:00+00:00,34792
2024-01-22 00:00:00+00:00,34821
2024-01-23 00:00:00+00:00,34864
2024-01-24 00:00:00+00:00,34901
2024-01-25 00:00:00+00:00,34934
2024-01-26 00:00:00+00:00,34959
2024-01-27 00:00:00+00:00,34987
2024-01-28 00:00:00+00:00,35018
2024-01-29 00:00:00+00:00,35050
2024-01-30 00:00:00+00:00,35093
2024-01-31 00:00:00+00:00,35123
2024-02-01 00:00:00+00:00,35152
2024-02-02 00:00:00+00:00,35175
2024-02-03 00:00:00+00:00,35201
2024-02-04 00:00:00+00:00,35235
2024-02-05 00:00:00+00:00,35275
2024-02-06 00:00:00+00:00,35314
2024-02-07 00:00:00+00:00,35346
2024-02-08 00:00:00+00:00,35373
2024-02-09 00:00:00+00:00,35400
2024-02-10 00:00:00+00:00,35420
2024-02-11 00:00:00+00:00,35443
2024-02-12 00:00:00+00:00,35466
2024-02-13 00:00:00+00:00,35491
2024-02-14 00:00:00+00:00,35516
2024-02-15 00:00:00+00:00,35547
2024-02-16 00:00:00+00:00,35576
2024-02-17 00:00:00+00:00,35599
2024-02-18 00:00:00+00:00,35626
2024-02-19 00:00:00+00:00,35669
2024-02-20 00:00:00+00:00,35702
2024-02-21 00:00:00+00:00,35752
2024-02-22 00:00:00+00:00,35792
2024-02-23 00:00:00+00:00,35836
2024-02-24 00:00:00+00:00,35880
2024-02-25 00:00:00+00:00,35924
2024-02-26 00:00:00+00:00,35970
2024-02-27 00:00:00+00:00,36022
2024-02-28 00:00:00+00:00,36069
2024-02-29 00:00:00+00:00,36118
2024-03-01 00:00:00+00:00,36169
2024-03-02 00:00:00+00:00,36197
2024-03-03 00:00:00+00:00,36222
2024-03-04 00:00:00+00:00,36269
2024-03-05 00:00:00+00:00,36306
2024-03-06 00:00:00+00:00,36352
2024-03-07 00:00:00+00:00,36386
2024-03-08 00:00:00+00:00,36411
2024-03-09 00:00:00+00:00,36440
2024-03-10 00:00:00+00:00,36471
2024-03-11 00:00:00+00:00,36511
2024-03-12 00:00:00+00:00,36543
2024-03-13 00:00:00+00:00,36583
2024-03-14 00:00:00+00:00,36651
2024-03-15 00:00:00+00:00,36702
2024-03-16 00:00:00+00:00,36735
2024-03-17 00:00:00+00:00,36769
2024-03-18 00:00:00+00:00,36808
2024-03-19 00:00:00+00:00,36860
2024-03-20 00:00:00+00:00,36904
2024-03-21 00:00:00+00:00,36941
2024-03-22 00:00:00+00:00,36970
2024-03-23 00:00:00+00:00,37003
2024-03-24 00:00:00+00:00,37030
2024-03-25 00:00:00+00:00,37074
2024-03-26 00:00:00+00:00,37116
2024-03-27 00:00:00+00:00,37160
2024-03-28 00:00:00+00:00,37203
